,Epoch,Fitness Value,Fitness Mean Value,Fitness Worst Value,Individual
0,-1,7717.29,12984.402800000005,17543.28,00110000111110110000000010100100001000110011000011111011110001111101001000010000
1,1,7717.29,11155.0566,15857.9,00110000111110110000000010100100001000110011000011111011110001111101001000010000
2,2,5939.02,9735.6157,14043.82,11100000011111100110100010000011000110110111001011011011110001111000010000110010
3,3,5031.86,8403.7082,12240.04,10000000111110100110100011100101001000110111000001111011100101011101001000000000
4,4,3969.9,7252.870000000001,11487.47,10011000110101100000111000100101010010011111010100100011110000011100010010100110
5,5,2985.64,6182.007200000002,8901.15,11000000010101100010110010100100011000111111000001111011110101101101011000010000
6,6,2879.94,5152.528,7469.13,11001000011101100010110010100100010110110101000000100011110101111100011000000100
7,7,2250.65,4326.506200000001,8237.89,11001000011101100010100000001100000100111111000000001011110100111101011000111100
8,8,926.45,3765.0148,6371.95,10001000111101100110110010000100000000111111010000000011110100111101011000111110
9,9,1229.25,3132.3662,5696.61,10001010111101100110110010000100000000111111010000000011010100111101011000111110
10,10,882.81,2520.2185,4748.03,10001000110101100110110010100100000010110111010000100011110100111101011010000110
11,11,570.41,1987.0421000000001,4067.79,11001010111101100110100010100100000000111111010000000011110100111111011000101100
12,12,330.78,1795.0362000000002,4397.08,10001010101101100110100010100100000010111111010000000011110100001111011010101101
13,13,292.2,1483.5430000000001,3888.61,10001010111101100110100010100100000110111111010000000011110110101111011000011001
14,14,204.45,1441.7582999999993,3439.91,00001000111101100110110010100100000110111111010000000011110110001111011000011000
15,15,147.98,1396.2709000000002,4345.79,01001011110101100110110010100100000010111111010000100011110110101111011000100001
16,16,98.14,1121.8789,3461.89,00001000111101100110100010100100000010111111010001110011110100101111010000001100
17,17,98.14,974.2593999999999,3211.55,00001000111101100110100010100100000010111111010001110011110100101111010000001100
18,18,65.78,1014.3731000000001,3581.55,00001000111101100110110010100100000010111111010000110011110100101111011010001000
19,19,75.03,931.6105000000005,2762.11,00001001111101100110100010101100000010111111010001110011110100101111010000001000
20,20,36.59,846.3774000000005,2577.75,00001001110101100110110010100100000010111111010001110011110100101111010000000100
21,21,22.28,771.7365000000001,2230.52,00001001111101100110110010100100000010111111010001110011110100001111010000000000
22,22,25.25,891.1183000000002,4461.58,00001001111101100110110010100100000010111111010000110011110100101111010000000100
23,23,20.25,902.7085999999997,2735.41,00001001111101100110110010100100000010111111010000110011110100101111010000011000
24,24,11.2,896.3653000000002,2554.91,00001001111101100110110010100100000010111111010001110011110100101111010000001000
25,25,11.2,881.8007999999998,3007.76,00001001111101100110110010100100000010111111010001110011110100101111010000001000
26,26,11.2,853.7057,2331.39,00001001111101100110110010100100000010111111010001110011110100101111010000001000
27,27,11.2,786.1021999999998,3520.13,00001001111101100110110010100100000010111111010001110011110100101111010000001000
28,28,11.2,718.5220999999999,3502.13,00001001111101100110110010100100000010111111010001110011110100101111010000001000
29,29,10.12,692.0487999999999,2474.99,00001001111101100110110010100100000010111111010001110011110100101111010010001100
30,30,5.12,818.6753999999996,2958.83,00001001111101100110110010100100000010111111010001110011110100101111010010001000
31,31,5.12,735.0253999999998,2194.43,00001001111101100110110010100100000010111111010001110011110100101111010010001000
32,32,0.0,883.4480000000002,3078.42,00001001111101100110110010100100000010111111010001110011110100101111010010001010
