,Epoch,Fitness Value,Fitness Mean Value,Fitness Worst Value,Individual
0,-1,8886.84,12782.856000000002,17802.26,00111010011000110001001100011100000010010001011001010011110011111011010010000000
1,1,6470.8,11058.445399999999,14451.41,10001110010100100000000010100101000110110111010100010101110110000111111100111011
2,2,5880.29,9591.367300000002,15262.09,10001110010100100000111000100111001100110111000101010001100110101001011110111010
3,3,4911.85,8129.687499999997,11768.27,11001000010100100000100010100101001000110101010100010101110110101111110110111011
4,4,4172.77,6742.3158,10204.05,11001000010100100110101010101100000000110101010100011101110110101111110100011101
5,5,3067.75,5425.470200000002,7448.89,10001010011101100010111000101110001000111111000000010011110010101011011010111100
6,6,1632.56,4422.2456,7169.23,10001011011101100010110000101101000100111111010000010011110101001111011000111010
7,7,986.1,3411.864000000002,6320.38,10001010011101100010110000100100000000111111010000010011110110101111011000111010
8,8,1005.59,2534.2596,4178.61,00101000011101100100100010100111000110111101010001010011110110101111011000111001
9,9,381.35,1794.3471000000002,3196.67,00001000010101100110100010101100000010111101010001110011110110101111011000111101
10,10,432.35,1396.0266999999994,2702.24,10001000010101100110100010100110000010111101010000010011110110101111011010111001
11,11,397.13,1018.6989000000001,2326.22,10001010010101100110100010100110000010111111010000110011110110101111011010111011
12,12,282.3,840.3349999999997,2093.05,00001011010101100110100010100100000010111111010001010011110110101111011000111001
13,13,258.06,821.0173000000002,2473.06,00001011011101100110110010100100000010111101010001110011110110001111011000101001
14,14,226.78,576.4988999999998,2015.93,00001011011101100110110010100100000010111111010000010011110110001111011000101010
15,15,210.12,492.7657999999999,2052.58,00001011011101100110110010100100000010111111010000110011110110101111010000101110
16,16,202.54,500.44339999999977,2512.58,00001001011101100110110010100100000010111111010001110011110110101111010000101000
17,17,201.07,480.7283999999999,1405.74,00001011011101100110110010100100000010111111010001110011110110101111010000101010
18,18,197.42,454.36480000000006,1619.58,00001001011101100110110010100100000010111111010001110011110110101111010000101010
19,19,194.11,512.5789999999998,1785.86,00001001011101100110110010100100000010111111010001010011110110101111010010101010
20,20,191.34,477.10729999999984,2198.57,00001001011101100110110010100100000010111111010001110011110110101111010010101010
21,21,191.34,505.2538999999999,1973.05,00001001011101100110110010100100000010111111010001110011110110101111010010101010
22,22,191.34,498.2062999999998,1956.92,00001001011101100110110010100100000010111111010001110011110110101111010010101010
23,23,191.34,529.7210999999994,2012.49,00001001011101100110110010100100000010111111010001110011110110101111010010101010
24,24,191.34,531.7718999999996,1910.2,00001001011101100110110010100100000010111111010001110011110110101111010010101010
25,25,191.34,511.0280999999997,2187.99,00001001011101100110110010100100000010111111010001110011110110101111010010101010
26,26,191.34,631.3762999999996,2167.78,00001001011101100110110010100100000010111111010001110011110110101111010010101010
27,27,191.34,452.43809999999957,1827.91,00001001011101100110110010100100000010111111010001110011110110101111010010101010
28,28,191.34,517.4732999999995,1792.43,00001001011101100110110010100100000010111111010001110011110110101111010010101010
29,29,191.34,494.8550999999996,2124.42,00001001011101100110110010100100000010111111010001110011110110101111010010101010
30,30,191.34,497.01679999999965,1889.36,00001001011101100110110010100100000010111111010001110011110110101111010010101010
31,31,191.34,516.7248999999994,1845.45,00001001011101100110110010100100000010111111010001110011110110101111010010101010
32,32,191.34,486.5176999999996,1841.48,00001001011101100110110010100100000010111111010001110011110110101111010010101010
33,33,191.34,426.33089999999976,1466.88,00001001011101100110110010100100000010111111010001110011110110101111010010101010
34,34,191.34,408.0305999999995,1449.99,00001001011101100110110010100100000010111111010001110011110110101111010010101010
35,35,191.34,480.1644999999994,2013.15,00001001011101100110110010100100000010111111010001110011110110101111010010101010
36,36,191.34,466.3562999999995,1882.56,00001001011101100110110010100100000010111111010001110011110110101111010010101010
37,37,191.34,551.5513999999996,2216.03,00001001011101100110110010100100000010111111010001110011110110101111010010101010
38,38,191.34,499.5950999999995,2125.82,00001001011101100110110010100100000010111111010001110011110110101111010010101010
39,39,191.34,434.07329999999945,1612.05,00001001011101100110110010100100000010111111010001110011110110101111010010101010
40,40,191.34,498.5086999999995,2440.43,00001001011101100110110010100100000010111111010001110011110110101111010010101010
