,Epoch,Fitness Value,Fitness Mean Value,Fitness Worst Value,Individual
0,-1,8525.13,12887.568200000003,18247.72,10001110000001100000101010000000000001010011001000111011110011101000000101010010
1,1,7342.92,10935.622000000001,14316.85,01101110101101100110100100001000001010110001011011000001101100110100010011110000
2,2,4783.11,9507.921499999999,13198.97,10000001001001100110111100000100001010110111011111100011010000011111011000110001
3,3,4540.84,7597.924600000001,11546.43,10001001100101110110100010101110000100111101010011100001011100001100001110100011
4,4,3033.15,6256.149900000003,9156.79,10000001100001100110101010101111000001111111000000100011010100011111011110010011
5,5,2690.53,4822.037500000001,7301.0,00100000001101100110100000000101000000111101011000000011110010001111001011000010
6,6,2058.8,3782.722399999999,5791.84,11100000000001100010100010000100000000111101001000110011110110001111010000000110
7,7,2005.18,3098.0883999999996,4800.75,10100001100101100110101010000100000000011111011000110011110000001111011010010011
8,8,1262.2,2632.6028,5158.24,10101011100101100110100010000101000000111111010010110011110100101111011010010001
9,9,674.21,2100.7389,3743.75,01101000101101100110110010100101000000111111010000100011110100001111011010111010
10,10,575.85,1500.0812000000003,2820.39,01101010101101100110110010100101000010111111010000110011110100001111011000111010
11,11,449.88,1087.1975999999997,2502.58,00000000100101100110110010100100000000111101010000110011110100001111011000011011
12,12,297.13,935.5569999999997,2463.16,10001001111101100110110010100100000100111111010000100011110100101111011000110010
13,13,234.34,691.4066999999997,2417.96,10001001111101100110100010100100000000111111010000110011110100101111011000110110
14,14,183.39,622.4348999999997,2470.55,10001001111101100110110010100100000000111111010000110011110100101111010000110110
15,15,39.02,544.4345999999997,1849.52,00001001111101100110110010100100000010111111010000110011110100001111011000011110
16,16,37.81,472.5212000000002,1907.91,00001001111101100110110010100100000010111111010000100011110100101111011000011110
17,17,32.94,498.90570000000014,2762.44,00001001111101100110110010100100000010111111010000110011110100101111011000011110
18,18,26.21,362.2186,1792.57,00001001111101100110110010100100000010111111010000110011110100001111010000011110
19,19,20.13,386.44900000000007,2018.66,00001001111101100110110010100100000010111111010000110011110100101111010000011110
20,20,15.13,340.5248,1842.2,00001001111101100110110010100100000010111111010000110011110100101111010000011010
21,21,15.13,326.9268,2069.04,00001001111101100110110010100100000010111111010000110011110100101111010000011010
22,22,15.13,248.197,1953.3,00001001111101100110110010100100000010111111010000110011110100101111010000011010
23,23,15.13,346.8103000000002,1413.93,00001001111101100110110010100100000010111111010000110011110100101111010000011010
24,24,15.13,319.1701000000002,1558.92,00001001111101100110110010100100000010111111010000110011110100101111010000011010
25,25,15.13,341.76349999999996,1437.29,00001001111101100110110010100100000010111111010000110011110100101111010000011010
26,26,15.13,279.9588,1233.41,00001001111101100110110010100100000010111111010000110011110100101111010000011010
27,27,15.13,330.3167000000001,1867.93,00001001111101100110110010100100000010111111010000110011110100101111010000011010
28,28,15.13,305.67889999999994,1992.09,00001001111101100110110010100100000010111111010000110011110100101111010000011010
29,29,15.13,309.44150000000013,1762.59,00001001111101100110110010100100000010111111010000110011110100101111010000011010
30,30,15.13,322.2105000000001,1550.9,00001001111101100110110010100100000010111111010000110011110100101111010000011010
31,31,15.13,253.97490000000016,1527.2,00001001111101100110110010100100000010111111010000110011110100101111010000011010
32,32,15.13,291.1995999999999,1472.84,00001001111101100110110010100100000010111111010000110011110100101111010000011010
33,33,15.13,284.7241,1620.27,00001001111101100110110010100100000010111111010000110011110100101111010000011010
34,34,15.13,358.9048999999999,1850.57,00001001111101100110110010100100000010111111010000110011110100101111010000011010
35,35,15.13,355.6120000000002,1844.37,00001001111101100110110010100100000010111111010000110011110100101111010000011010
36,36,15.13,375.07189999999997,3587.21,00001001111101100110110010100100000010111111010000110011110100101111010000011010
37,37,15.13,344.3497000000001,1460.95,00001001111101100110110010100100000010111111010000110011110100101111010000011010
38,38,15.13,339.43310000000014,1679.66,00001001111101100110110010100100000010111111010000110011110100101111010000011010
39,39,15.13,321.42670000000004,1602.45,00001001111101100110110010100100000010111111010000110011110100101111010000011010
40,40,15.13,262.0176,1981.79,00001001111101100110110010100100000010111111010000110011110100101111010000011010
