,Epoch,Fitness Value,Fitness Mean Value,Fitness Worst Value,Individual
0,-1,6653.9,12943.1225,19528.43,11010001101101100100100110000101001111111101111000001010100101101001010011001011
1,1,6813.89,10922.3267,15345.94,10101111101101100110110010111111001000001111001101010010000010001001011100010100
2,2,5401.3,9294.930900000001,13346.14,10101000110101100010101011100101000110111111000000100010111111101011001100101101
3,3,4752.31,7806.816100000002,11114.63,10101010111101110110101001100000000000111101011001111011111100001110000000001101
4,4,3714.65,6451.614400000002,10210.06,10111011000101100100110000101101000010111111000000100010110101101110000101000110
5,5,2618.01,5098.8872,9265.04,00101010111101100110100000101100000100111111001101111010110100001111000000100011
6,6,2024.06,4004.5104999999994,6268.83,00101001011101100100110000101101000110011111000000000011110100101111000000001111
7,7,1587.53,3128.3154000000004,5587.78,00101011111001100110100000100110000110111101011001111011110101001111011010000011
8,8,1225.49,2433.026799999999,4034.79,00101010111101100110100010100100000000111101011001101011100101101111011010000111
9,9,457.26,2031.2216,3797.34,10101000111101100110100010101110000010111111000001010011110100001111010000100101
10,10,306.86,1383.6896,2481.66,10101000111101100110110010100100000110111111010001110011110100001111010000100101
11,11,229.06,1001.4492,2876.97,10101010111101100110110010101100000010111111010001110011110100001111010010100101
12,12,206.27,746.2662000000001,2113.17,10101010111101100110110010100100000010111111010000010011110100001111010000000001
13,13,182.26,606.5841999999999,2033.85,00101010110101100110110010101100000010111111010000110011110100101111010010000111
14,14,132.65,528.2635999999999,2396.62,00101001111101100110110010101100000010111111010001110011110100001111010000000101
15,15,109.66,465.3327999999999,1865.52,00101011111101100110110010100100000010111111010000110011110100001111010000000001
16,16,100.89,498.30779999999993,2408.7,00101001111101100110110010100100000010111111010000110011110100001111010000000011
17,17,97.58,349.11339999999996,1761.56,00101001111101100110110010100100000010111111010000010011110100101111010000000011
18,18,94.81,402.27110000000016,2029.0,00101001111101100110110010100100000010111111010000110011110100101111010000000011
19,19,92.81,382.1737999999998,1858.83,00101001111101100110110010100100000010111111010000110011110100101111010000000010
20,20,92.81,339.9544000000001,1959.64,00101001111101100110110010100100000010111111010000110011110100101111010000000010
21,21,92.81,398.22600000000006,2099.05,00101001111101100110110010100100000010111111010000110011110100101111010000000010
22,22,92.81,373.5105,1457.06,00101001111101100110110010100100000010111111010000110011110100101111010000000010
23,23,92.81,378.9616,1681.19,00101001111101100110110010100100000010111111010000110011110100101111010000000010
24,24,92.81,354.3316,2181.09,00101001111101100110110010100100000010111111010000110011110100101111010000000010
25,25,92.81,374.88000000000005,1855.8,00101001111101100110110010100100000010111111010000110011110100101111010000000010
26,26,92.81,415.6104999999997,1758.5,00101001111101100110110010100100000010111111010000110011110100101111010000000010
27,27,92.81,369.8704000000001,1669.76,00101001111101100110110010100100000010111111010000110011110100101111010000000010
28,28,92.81,389.43959999999987,1538.17,00101001111101100110110010100100000010111111010000110011110100101111010000000010
29,29,92.81,412.7535,2021.99,00101001111101100110110010100100000010111111010000110011110100101111010000000010
30,30,92.81,394.3539000000001,1595.67,00101001111101100110110010100100000010111111010000110011110100101111010000000010
31,31,92.81,347.34310000000005,1571.69,00101001111101100110110010100100000010111111010000110011110100101111010000000010
32,32,92.81,399.2608,1831.84,00101001111101100110110010100100000010111111010000110011110100101111010000000010
33,33,92.81,391.6941999999999,1684.66,00101001111101100110110010100100000010111111010000110011110100101111010000000010
34,34,92.81,417.74280000000005,1662.59,00101001111101100110110010100100000010111111010000110011110100101111010000000010
35,35,92.81,375.37740000000014,1971.24,00101001111101100110110010100100000010111111010000110011110100101111010000000010
36,36,92.81,423.75710000000026,1914.93,00101001111101100110110010100100000010111111010000110011110100101111010000000010
37,37,92.81,444.87089999999984,1694.48,00101001111101100110110010100100000010111111010000110011110100101111010000000010
38,38,92.81,383.19140000000004,1843.15,00101001111101100110110010100100000010111111010000110011110100101111010000000010
39,39,92.81,385.79049999999995,1839.23,00101001111101100110110010100100000010111111010000110011110100101111010000000010
40,40,92.81,390.49030000000005,2261.43,00101001111101100110110010100100000010111111010000110011110100101111010000000010
